sr_no,name,id,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
41,WISH A SMILE,"show_ngo_info(""216626"");","S/ND/919/2018, NEW DELHI (DELHI)","FLAT NO 201COMMUNITY CENTRE 2, NEAR PVR, NARAINA","Art & Culture,Children,Civic Issues,Education & Literacy,Health & Family Welfare,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Environment & Forests,Women's Development & Empowerment","H-333, New Rajinder Nagar, 110060",Delhi,DELHI,Not Available,9643488131,Not Available,ankitaakky2(at)gmail[dot]com
,,,,,,,,,,,,
42,Wishes and Blessings,"show_ngo_info(""157512"");","DEL-WR23874-13082014, New Delhi (DELHI)",E-59 Panchshila ParkNew Delhi-110017,"Children,Differently Abled,Education & Literacy,Aged/Elderly,Health & Family Welfare,HIV/AIDS,Nutrition,Vocational Training,Youth Affairs","FLAT NO 201
COMMUNITY CENTRE 2, NEAR PVR, NARAINA",NEW DELHI,DELHI,Not Available,9810003091,http://wishasmile.in/,MAIL(at)WISHASMILE[dot]IN
,,,,,,,,,,,,
43,WOMAN EDUCATIONAL& WELFARE SOCIETY,"show_ngo_info(""198108"");","44424, delhi (DELHI)",10/150 harijan basti shiv mandir wazirabad,Art & Culture,"E-59 Panchshila Park
New Delhi-110017",New Delhi,DELHI,Not Available,9873422455,http://www.wishesandblessings.net,wishesandblessings2014(at)gmail[dot]com
,,,,,,,,,,,,
44,WOMEN & CHILD HARRESMENT OPPOSITION FRONT,"show_ngo_info(""229540"");","1858, DELHI (DELHI)","1/3617, Ground Floor, Gali No.2, Ram Nagar Extension, Shahdara, Delhi 110032","Women's Development & Empowerment,Agriculture,Art & Culture,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,Legal Awareness & Aid,New & Renewable Energy,Sports,Water Resources,Youth Affairs",10/150 harijan basti shiv mandir wazirabad,delhi,DELHI,Not Available,9810857466,Not Available,wews_2002(at)yahoo[dot]com
,,,,,,,,,,,,
45,Women & Child Society for Rural Technology,"show_ngo_info(""206775"");","55435, Greater Kailash (DELHI)","M-121, Greater Kailash, New Delhi 110048",Data Not Found,"1/3617, Ground Floor, Gali No.2, Ram Nagar Extension, Shahdara, Delhi 110032",DELHI,DELHI,Not Available,8700176520,Not Available,indiawachof(at)gmail[dot]com
,,,,,,,,,,,,
46,Women and Child Care Welfare Foundation,"show_ngo_info(""204576"");","1,320, New Delhi (DELHI)","UB-13, Ground Floor Behind Petrol Pump ,Jail Road Near Tihar Village Hari Nagar Delhi-110064","Any Other,Children,Education & Literacy,Aged/Elderly,Health & Family Welfare,Sports,Women's Development & Empowerment","M-121, Greater Kailash, New Delhi 110048",Greater Kailash,DELHI,Not Available,9910429992,Not Available,manishagulati[dot]asr(at)gmail.com
,,,,,,,,,,,,
47,WOMEN AND RURAL URBAN DEVELOPMENT ASSOICATION,"show_ngo_info(""597"");","S-39707, NEW DELHI (DELHI)","WARUDAD-165, ARYA SAMAJ ROAD,UTTAM NAGAR, NEW DELHI-59","Aged/Elderly,Agriculture,Children,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,Nutrition,Panchayati Raj,Right to Information & Advocacy,Sports,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment","UB-13, Ground Floor Behind Petrol Pump ,Jail Road Near Tihar Village Hari Nagar Delhi-110064",New Delhi,DELHI,Not Available,9592171717,Not Available,wccwfdelhi(at)gmail[dot]com
,,,,,,,,,,,,
48,Women CAN,"show_ngo_info(""156612"");","S/ND/570/2015, DELHI (DELHI)","FLAT NO. 102, MERCANTILE HOUSE, 15, K.G. MARG, NEW DELHI-110001","Education & Literacy,Environment & Forests,Any Other","WARUDA
D-165, ARYA SAMAJ ROAD,
UTTAM NAGAR, NEW DELHI-59",NEW DELHI,DELHI,011-28561037,9818097014,Not Available,warudango(at)yahoo[dot]co.in
,,,,,,,,,,,,
49,Women Power Connect,"show_ngo_info(""157985"");","51796, New Delhi (DELHI)","C123, 1st Floor, Malviya Nagar, New Delhi - 110017","Children,Human Rights,Legal Awareness & Aid,Women's Development & Empowerment","FLAT NO. 102, MERCANTILE HOUSE, 15, K.G. MARG, NEW DELHI-110001",DELHI,DELHI,Not Available,9818284776,http://www.womencan.in,assetsindia(at)gmail[dot]com
,,,,,,,,,,,,
50,WOMEN SAVE AND SOCIAL WELFARE ASSOCIATION,"show_ngo_info(""225312"");","67020, DELHI (DELHI)","HOUSE NO.18/2, GALI PEER WALI, GOKAL PURI, EXTENSION,","Education & Literacy,Aged/Elderly,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Minority Issues,Rural Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment","C123, 1st Floor, Malviya Nagar, New Delhi - 110017",New Delhi,DELHI,Not Available,9873444168,http://www.womenpowerconnect.org,network[dot]wpc(at)gmail.com
,,,,,,,,,,,,
51,WOMEN SELF HELP GROUPS FEDERATION,"show_ngo_info(""164206"");","S-66536, Delhi (DELHI)","A-1/440,Nand Nagri New Seemapuri Delhi","Art & Culture,Children,Education & Literacy,Aged/Elderly,Health & Family Welfare,Micro Finance (SHGs),Vocational Training,Women's Development & Empowerment,Any Other","HOUSE NO.18/2, GALI PEER WALI, GOKAL PURI, EXTENSION,",DELHI,DELHI,Not Available,9718191503,Not Available,womensave[dot]social786(at)gmail.com
,,,,,,,,,,,,
52,WOMEN WORK & HEALTH INITIATIVE,"show_ngo_info(""172167"");","S 55488, NEW DELHI (DELHI)","F-31, Tara Apartments, Alaknanda",Data Not Found,"HOUSE NO.18/2, GALI PEER WALI, GOKAL PURI, EXTENSION,",DELHI,DELHI,Not Available,9718191503,Not Available,womensave[dot]social786(at)gmail.com
,,,,,,,,,,,,
53,"WOMEN'S INITIATIVE FOR LIBERATION,GROWTH AND ACTION","show_ngo_info(""218360"");","68169, New Delhi (DELHI)","B 161 Ashok Vihar Phase 1, Delhi","Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Human Rights,Vocational Training,Women's Development & Empowerment","F-31, Tara Apartments, Alaknanda",NEW DELHI,DELHI,Not Available,9873132336,Not Available,sunitakaistha(at)gmail[dot]com
,,,,,,,,,,,,
54,Women's Manifesto,"show_ngo_info(""161244"");","S-E/497/Distt. South-East/2014, DELHI (DELHI)","FA-18,ABUL FAZAL ENCLAVE PART-1,JAMIA NAGAR POST,OKHLA,NEW DELHI","Art & Culture,Education & Literacy,Health & Family Welfare,Labour & Employment,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Any Other","B 161 Ashok Vihar Phase 1, Delhi",New Delhi,DELHI,Not Available,9810238399,Not Available,jagdish[dot]kaur2010(at)gmail.com
,,,,,,,,,,,,
55,Women's Political Watch,"show_ngo_info(""183446"");","S-25643, delhi (DELHI)","F 9/8, VASANT VIHAR, NEW DELHI",Women's Development & Empowerment,"FA-18,ABUL FAZAL ENCLAVE PART-1,
JAMIA NAGAR POST,
OKHLA,
NEW DELHI",DELHI,DELHI,Not Available,7503279428,http://www.womensmanifesto.in,womensmanifesto(at)gmail[dot]com
,,,,,,,,,,,,
56,Womenite,"show_ngo_info(""187451"");","SOCIETY/WEST/2017/8902255, New Delhi (DELHI)",NS-7Upper ground floorMianwali Nagar,"Children,Women's Development & Empowerment,Youth Affairs","F 9/8, VASANT VIHAR, NEW DELHI",delhi,DELHI,Not Available,9312940663,Not Available,veenanayyar08(at)gmail[dot]com
,,,,,,,,,,,,
57,Womens Action Group CHELSEA,"show_ngo_info(""97809"");","S25811, Delhi (DELHI)","C-11 Kardam Puri Marg, West Jyoti Nagar",Data Not Found,"NS-7
Upper ground floor
Mianwali Nagar",New Delhi,DELHI,Not Available,9717973658,http://womenite.com/,harshitgupta812(at)gmail[dot]com
,,,,,,,,,,,,
58,Womens Golf Association of India,"show_ngo_info(""167949"");","S-50785, DELHI (DELHI)","G606, Som Vihar, New Delhi110 022",Data Not Found,"C-11 Kardam Puri Marg, West Jyoti Nagar",Delhi,DELHI,011-22345151,9810255143,http://www.wagchelsea.org,wagchelsea(at)yahoo[dot]com
,,,,,,,,,,,,
59,womens helping hands,"show_ngo_info(""209038"");","44856, NEW DELHI (DELHI)",I-74 BATLA HOUSE OKHLA JAMIA NAGAR NEW DELHI 110025,Data Not Found,"G606, Som Vihar, New Delhi110 022",DELHI,DELHI,Not Available,9811120515,http://www.wgai.co.in,wgaiindia(at)gmail[dot]com
,,,,,,,,,,,,
60,WOMENS SYNERGY,"show_ngo_info(""229379"");","640, Book No.4, Vol.No.4, 4195, Delhi (DELHI)","81, Anupam ApartmentsB 13 Vasundhara EnclaveDelhi 110096",Women's Development & Empowerment,I-74 BATLA HOUSE OKHLA JAMIA NAGAR NEW DELHI 110025,NEW DELHI,DELHI,Not Available,9873282583,Not Available,womenshelpinghand352(at)gmail[dot]com
,,,,,,,,,,,,
61,WOMENS WELFARE AND SELF EMPLOY,"show_ngo_info(""73029"");","s/11104, Delhi (DELHI)","B-II 401,Paradise Appartments40 I P Extn. PatpargangMother Dairy RoadDelhi 110092","Children,Education & Literacy,Health & Family Welfare,Human Rights,Vocational Training,Women's Development & Empowerment,Any Other","81, Anupam Apartments
B 13 Vasundhara Enclave
Delhi 110096",Delhi,DELHI,Not Available,9711073161,https://www.womensynergy.org,womensynergy(at)gmail[dot]com
,,,,,,,,,,,,
62,WOMENSERVE INDIA FOUNDATION,"show_ngo_info(""174249"");","U85300DL2017NPL318334, Dwarka (DELHI)","Suite 324, Third Floor, City Centre, Plot No.5, Sec-12,",Data Not Found,"B-II 401,Paradise Appartments40 I P Extn. PatpargangMother Dairy RoadDelhi 110092",Delhi,DELHI,011-22722192,8745011376,Not Available,womanwelfare[dot]ses1980(at)gmail.com
,,,,,,,,,,,,
63,Workers India Federation,"show_ngo_info(""165831"");","S/68817, New Delhi (DELHI)","CBCI Centre1 Ashok Place, Gole Dakkhana","Labour & Employment,Children,Education & Literacy,Vocational Training,Women's Development & Empowerment","Suite 324, Third Floor, City Centre, Plot No.5, Sec-12,",Dwarka,DELHI,Not Available,9818358292,Not Available,operations(at)impactlawventures[dot]com
,,,,,,,,,,,,
64,WORLD AIDS CONTROL ORGANISATION,"show_ngo_info(""192928"");","U85300DL2010NPL204266, DELHI (DELHI)","G-80, GUPTA COMPLEX, VIKAS MARG, LAXMI NAGAR, DELHI","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Minority Issues,New & Renewable Energy,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment","CBCI Centre
1 Ashok Place, Gole Dakkhana",New Delhi,DELHI,Not Available,9958374634,Not Available,msywif(at)gmail[dot]com
,,,,,,,,,,,,
65,World Buddhist Culture Trust,"show_ngo_info(""214527"");","4770/4, NEW DELHI (DELHI)","1 INSTITUTIONAL AREA, LODHI ROAD",Art & Culture,"G-80, GUPTA COMPLEX, VIKAS MARG, LAXMI NAGAR, DELHI",DELHI,DELHI,Not Available,7739325005,https://www.worldaids.org.in,wacogroups(at)gmail[dot]com
,,,,,,,,,,,,
66,World child care trust,"show_ngo_info(""160572"");","687, DELHI (DELHI)","130, Ground Floor, Mayur Vihar Phase 2, Delhi, 110091.","Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,Art & Culture,Vocational Training","1 INSTITUTIONAL AREA, LODHI ROAD",NEW DELHI,DELHI,Not Available,9818928937,http://www.wbct.org,wbct1996(at)gmail[dot]com
,,,,,,,,,,,,
67,World Comics India,"show_ngo_info(""214995"");","42846, Delhi (DELHI)","B-20-S, Delhi Police ApartmentsMayur Vihar, Phase-1, Delhi-110091","Art & Culture,Civic Issues,Education & Literacy,Information & Communication Technology,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Minority Issues,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Scientific & Industrial Research,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","130, Ground Floor, Mayur Vihar Phase 2, Delhi, 110091.",DELHI,DELHI,Not Available,8586903795,http://www.worldcct.org,worldchildcaretrust(at)gmail[dot]com
,,,,,,,,,,,,
68,World Culture Forum,"show_ngo_info(""105809"");","No.1  (2016-17)   (4), New Delhi (DELHI)","1003, YMCA , Gate No. 1 , Jaisingh Road , New Delhi -110001",Art & Culture,"B-20-S, Delhi Police Apartments
Mayur Vihar, Phase-1, Delhi-110091",Delhi,DELHI,Not Available,9811702925,http://www.worldcomicsindia.com,mail(at)worldcomicsindia[dot]com
,,,,,,,,,,,,
69,World Development Foundation,"show_ngo_info(""8017"");","54217, New Delhi (DELHI)","Plot 5, Sector 3, Karuna Kinj, DwarkaBehind DPS in front of BSESNew Delhi-110075","Agriculture,Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Education & Literacy,Health & Family Welfare,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Nutrition,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Science & Technology,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","1003, YMCA , Gate No. 1 , Jaisingh Road , New Delhi -110001",New Delhi,DELHI,011-47067477,9911089642,http://www.worldcultureforum.org.in,cpsprahlad(at)gmail[dot]com
,,,,,,,,,,,,
70,World Education Mission,"show_ngo_info(""98247"");","2095 book no. 4 Vol. No. 2647, DELHI (DELHI)","C 30/2 FIRST FLOOR, ACHARYA NIKETAN, MAYUR VIHAR PHASE I, NEW DELHI110091","Aged/Elderly,Agriculture,Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Micro Small & Medium Enterprises,Sports,Tribal Affairs,Tourism,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Agriculture,Art & Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,Information & Communication Technology,Legal Awareness & Aid,New & Renewable Energy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Vocational Training,Women's Development & Empowerment","Plot 5, Sector 3, Karuna Kinj, Dwarka
Behind DPS in front of BSES
New Delhi-110075",New Delhi,DELHI,011-25082764,9810523668,http://wdfindia.org,drhosrivastava(at)gmail[dot]com
,,,,,,,,,,,,
71,World Family Forum,"show_ngo_info(""221961"");","4514/4, New Delhi (DELHI)","244, OKHLA INDL ESTATE PHASE 3, NEW DELHI-110020",Civic Issues,"C 30/2 FIRST FLOOR, ACHARYA NIKETAN, MAYUR VIHAR PHASE I, NEW DELHI110091",DELHI,DELHI,0120-4820500,9540362220,http://wemission.net,ala(at)wem[dot]ind.in
,,,,,,,,,,,,
72,World Health Partners,"show_ngo_info(""115802"");","S/61445/2008, New Delhi (DELHI)","BB-11, Greater Kailash Enclave IINew Delhi -110048","Health & Family Welfare,Information & Communication Technology,Nutrition","244, OKHLA INDL ESTATE PHASE 3, NEW DELHI-110020",New Delhi,DELHI,Not Available,9818158176,Not Available,accounts(at)ushaexim[dot]com
,,,,,,,,,,,,
73,World Healthal Trust,"show_ngo_info(""153979"");","5652, New Delhi (DELHI)","57-A Basement, Sant Nagar, East of Kailash, New Delhi-110065",Health & Family Welfare,"BB-11, Greater Kailash Enclave II
New Delhi -110048",New Delhi,DELHI,011-66500700,7291971929,http://www.whpindia.org,info(at)whpindia[dot]org
,,,,,,,,,,,,
74,WORLD HINDU FEDERATION,"show_ngo_info(""196110"");","390 in book no. 4 vol no. 4336, Delhi (DELHI)","Godown Pvt. No. 5, G.F. Part of Property No. 1659/1662, Katra Bhawani Parshad, D.G. New Delhi","Art & Culture,Differently Abled,Education & Literacy,Any Other","57-A Basement, Sant Nagar, East of Kailash, New Delhi-110065",New Delhi,DELHI,Not Available,9818921035,https://www.worldhealthaltrust.org/,pcheena(at)gmail[dot]com
,,,,,,,,,,,,
75,WORLD HUMAN CARE FOUNDATION,"show_ngo_info(""92376"");","192, NEW DELHI (DELHI)","242, BLOCK NO. 14DAKSHIN PURI EXTNDR AMBEDKAR NAGAR","Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Micro Small & Medium Enterprises,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Science & Technology,Youth Affairs","Godown Pvt. No. 5, G.F. Part of Property No. 1659/1662, Katra Bhawani Parshad, D.G. New Delhi",Delhi,DELHI,Not Available,8960018875,Not Available,worldhindufederation3(at)gmail[dot]com
,,,,,,,,,,,,
76,WORLD HUMAN CARE FOUNDATION,"show_ngo_info(""118138"");","192-24/02/2014, DELHI (DELHI)",242 BLOCK 14 DAKSHIN PURI EXTN NEW DELHI - 110062,"Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Differently Abled,Disaster Management,Dalit Upliftment,Education & Literacy,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Right to Information & Advocacy,Science & Technology,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs","242, BLOCK NO. 14
DAKSHIN PURI EXTN
DR AMBEDKAR NAGAR",NEW DELHI,DELHI,8826-831475,8800259748,http://whcf.org.in,worldhumancarefoundation(at)gmail[dot]com
,,,,,,,,,,,,
77,world life care organisation (WLCO),"show_ngo_info(""168256"");","1915, NARELA  (DELHI)",MAHARAJA AGARSAIN MULTIPLICITY HOSPITALGROUND FLOOR KHASARA N0 11/18 MAIN BAWANA ROAD NARELA DELHI 110040,"Health & Family Welfare,Women's Development & Empowerment",242 BLOCK 14 DAKSHIN PURI EXTN NEW DELHI - 110062,DELHI,DELHI,8800-259748,8826831475,http://whcf.org.in,chairman(at)whcf[dot]org.in
,,,,,,,,,,,,
78,WORLD LUNG FOUNDATION SOUTH ASIA,"show_ngo_info(""174812"");","51780 OF 2005, DELHI (DELHI)",C-161 Mayapuri Industrial Area Phase-II,Education & Literacy,MAHARAJA AGARSAIN MULTIPLICITY HOSPITALGROUND FLOOR KHASARA N0 11/18 MAIN BAWANA ROAD NARELA DELHI 110040,NARELA,DELHI,Not Available,9891654929,http://www.worldlifecareorganisation.com,wlcoindia(at)gmail[dot]com
,,,,,,,,,,,,
79,WORLD PEACE ORGANISATION,"show_ngo_info(""219755"");","45346, NEW DELHI (DELHI)",F 104 3 SHAHEEN BAGH ABUL FAZALENCLAVE II JAMIA NAGAR,Data Not Found,C-161 Mayapuri Industrial Area Phase-II,DELHI,DELHI,Not Available,9818701926,http://www.worldlungfoundationsouthasi a.org,grkhatri(at)worldlungfoundation[dot]org
,,,,,,,,,,,,
80,world pheasant association inida,"show_ngo_info(""221363"");","42936, NEW DELHI (DELHI)",P -1 KAUZ KHAS NEW DELHI 110016,Data Not Found,"F 104 3 SHAHEEN BAGH ABUL FAZAL
ENCLAVE II JAMIA NAGAR",NEW DELHI,DELHI,Not Available,9911303785,Not Available,worldpeaceorganisation(at)gmail[dot]com
,,,,,,,,,,,,
81,WORLD SADBHAVNA FOUNDATION,"show_ngo_info(""202886"");","717, DELHI (DELHI)",A-31 SHISH RAM PARK UTTAM NAGAR,"Environment & Forests,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Women's Development & Empowerment",P -1 KAUZ KHAS NEW DELHI 110016,NEW DELHI,DELHI,Not Available,8383019932,Not Available,wpaindia(at)gmail[dot]com
,,,,,,,,,,,,
82,WORLD SCIENTIFIC AND SPIRITUAL FOUNDATION (WSSF),"show_ngo_info(""228785"");","S/RS/DW(SW)/246/2018, NEW DELHI  (DELHI)",WZ 10 1st FLOOR JANAKPURI (ASALATPUR),"Art & Culture,Biotechnology,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,Micro Small & Medium Enterprises,Nutrition,Science & Technology,Scientific & Industrial Research,Sports,Urban Development & Poverty Alleviation,Youth Affairs,Any Other",A-31 SHISH RAM PARK UTTAM NAGAR,DELHI,DELHI,Not Available,9711067655,Not Available,worldsadhbhawanafoundation(at)gmail[dot]com
,,,,,,,,,,,,
83,World Society for the Protection of Animals India WSPA India,"show_ngo_info(""172067"");","4910, Delhi (DELHI)","D-21, 2nd Floor, Corporate Park, Sector-21, Dwarka, Delhi","Animal Husbandry, Dairying  &  Fisheries,Disaster Management,Education & Literacy,Any Other",WZ 10 1st FLOOR JANAKPURI (ASALATPUR),NEW DELHI,DELHI,Not Available,8076821299,https://www.wssf.org.in,wssf[dot]president4d17(at)gmail.com
,,,,,,,,,,,,
84,World Spiritual Healing Foundation,"show_ngo_info(""217384"");","DIT(E)/2000-01/W-123/2000/446, New Delhi (DELHI)","D-170,Sector-8,Near Bagdola Village ,New Delhi",Data Not Found,"D-21, 2nd Floor, Corporate Park, Sector-21, Dwarka, Delhi",Delhi,DELHI,Not Available,9313333283,Not Available,gajender[dot]k.sharma(at)gmail.com
