sr_no,name,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
18,smile and care society,"2055, SOUTH DELHI (DELHI)","hno-f-41,firt floor kh-694/205/2, lado sarai new delhi-30","Education & Literacy,Environment & Forests,Health & Family Welfare,Labour & Employment",Flat No. 12 DDA SFS Flats Sector 3 Pocket 1 and 2 Near DPS Dwarka Dwarka New Delhi 110075,New Delhi,DELHI,011-25083287,9891944774,http://www.smartproworld.com,sanjay@smartproworld.com
19,smile child care trust,"608, Sarita vihar (DELHI)","A-303, Pocket N, Janta flat, Sarita ViharNew Delhi 110076","Health & Family Welfare,Children,Education & Literacy","hno-f-41,firt floor kh-694/205/2, lado sarai new delhi-30",SOUTH DELHI,DELHI,Not Available,8743803835,Not Available,smileandcaresociety@gmail.com
20,Smile Foundation,"6382, New Delhi (DELHI)","V11, Level1, Green Park Extension, New Delhi - 110016","Children,Disaster Management,Health & Family Welfare,Labour & Employment,Nutrition,Vocational Training,Women's Development & Empowerment,Youth Affairs","A-303, Pocket N, Janta flat, Sarita ViharNew Delhi 110076",Sarita vihar,DELHI,Not Available,7834876318,http://www.smilechildcaretrust.org,contact@smilechildcaretrust.org
21,Smile India Trust,"575, Delhi (DELHI)","Office No 201, Second Floor, D-248, Balaji Complex, Street No 10, Laxmi Nagar,New Delhi 110092",Data Not Found,"V11, Level1, Green Park Extension, New Delhi - 110016",New Delhi,DELHI,Not Available,8588803462,http://www.smilefoundationindia.org/,amit@smilefoundationindia.org
22,SMILE TRAIN INDIA,"U85100DL2009NPL193169, New Delhi (DELHI)","Plot No:3, LSC, SectorC,Pocket 6/7Vasant KunjNew Delhi - 110078011-4785 6300 / 011-4785 6302",Children,"Office No 201, Second Floor, D-248, Balaji Complex, Street No 10, Laxmi Nagar,
New Delhi 110092",Delhi,DELHI,Not Available,8750297625,http://smileindiatrust.org,info@smileindiatrust.org
23,SMILEBAY EDUCATIONAL AND CULTURAL FOUNDATION,"S/00/641/NE/2015, DELHI (DELHI)","A-225/15, GAMRI Extn. SHAHDRA DELHI 110053","Art & Culture,Children,Civic Issues,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,Legal Awareness & Aid,Vocational Training","Plot No:3, LSC, SectorC,
Pocket 6/7
Vasant Kunj
New Delhi - 110078
011-4785 6300 / 011-4785 6302",New Delhi,DELHI,Not Available,9818730866,Not Available,mcarrol@smiletrain.org
24,Smilyo Educational Charitable Society,"1269, New Delhi (DELHI)","21 A, F. F. NANGLI RAJAPURNIZAMMUDIN EASTNEW DELHI - 110013","Art & Culture,Children,Education & Literacy,Environment & Forests,Information & Communication Technology,Vocational Training,Youth Affairs","A-225/15, GAMRI Extn. SHAHDRA DELHI 110053",DELHI,DELHI,Not Available,9911804545,http://www.smilebayeducational.com,shuklshalini@gmail.com
25,SMINU JINDAL CHARITABLE TRUST,"17078, DELHI (DELHI)","28, Najafgarh Road, New Delhi110015","Differently Abled,Aged/Elderly,Health & Family Welfare,Education & Literacy,Art & Culture,Children,Civic Issues,Human Rights,Vocational Training,Any Other","21 A, F. F. NANGLI RAJAPUR
NIZAMMUDIN EAST
NEW DELHI - 110013",New Delhi,DELHI,0129-4043755,9818609955,http://ngo.smilyo.com,info@smilyo.com
26,SMRO Trust,"IN-DL014496570510270, NEW DELHI (DELHI)","76, WORLD TRADE CENTRE, BABAR ROAD, NEW DELHI110001","Health & Family Welfare,Nutrition","28, Najafgarh Road, New Delhi110015",DELHI,DELHI,Not Available,9871592295,Not Available,dt.returns@gmail.com
27,SMT & SH DIWAN MEMORIAL SOCIAL WELFARE & RURAL DEVELOPMENT SOCIETY,"55088, NEW DELHI (DELHI)","402, KHASRA NO. 157/23, AREA DICHAON KALAN, NEW DELHI, Delhi, 110043",Sports,"76, WORLD TRADE CENTRE, BABAR ROAD, NEW DELHI110001",NEW DELHI,DELHI,Not Available,9830228287,http://www.smrotrust.com,sanjaymukherjee@orkos.in
28,SMT BHARTO DEVI CHARITABLE TRUST,"39435, DELHI (DELHI)",114 HARSH VIHAR PITAMPURA DELHI 110034,"Education & Literacy,Health & Family Welfare,Rural Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment,Any Other","402, KHASRA NO. 157/23, AREA DICHAON KALAN, NEW DELHI, Delhi, 110043",NEW DELHI,DELHI,Not Available,9818823290,Not Available,rajeshshokeen777@gmail.com
29,SMT JIYO SARVADHARMA CHARITABLE SOCIETY,"S/61990/2008, Delhi (DELHI)","f-16/2 Gali No-9 Rajiv Nagar, Bhalswa Dairy Delhi","Art & Culture,Children,Civic Issues,Education & Literacy,Health & Family Welfare",114 HARSH VIHAR PITAMPURA DELHI 110034,DELHI,DELHI,Not Available,9871820005,Not Available,mkbansal1949@gmail.com
30,SMT SHAKUNTALA EDUCATIONAL & WELFARE SOCIETY,"S.33578 OF 1998, NEW DELHI (DELHI)","4405/6, PRAKASH APARTMENT, PART II,5, ANSARI ROAD, DARYAGANJ, NEW DELHI -110002",Education & Literacy,"f-16/2 Gali No-9 Rajiv Nagar, Bhalswa Dairy Delhi",Delhi,DELHI,Not Available,8700812117,http://jiyosarvadharmasociety.nic,anjalikumari_1992@gmail.com
31,SMT SUNDARI DEVI EDUCATIONAL & WELFARE CHARITABLE SOCIETY,"S/63819, NCT of Delhi (DELHI)","A-116, FF Hari Nagar","Children,Differently Abled,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Legal Awareness & Aid,Panchayati Raj","4405/6, PRAKASH APARTMENT, PART II,
5, ANSARI ROAD, DARYAGANJ, NEW DELHI -110002",NEW DELHI,DELHI,Not Available,9811517852,Not Available,chairman@galgotiacollege.edu
32,SMT TULSA DEVI MEMORIAL SOCIETY,"S- 40756, Delhi (DELHI)","Regd Office C603, Avantika, SectorI, Rohini, Delhi 110085Working Office B-1 Block, Basti Vikas Kendra, Sultan Puri, Delhi 110086","Dalit Upliftment,Disaster Management,Education & Literacy,Aged/Elderly,HIV/AIDS,Vocational Training,Women's Development & Empowerment,Youth Affairs","A-116, FF Hari Nagar",NCT of Delhi,DELHI,Not Available,8882182845,Not Available,sundaridevisociety@gmail.com
33,Smt. Susheela Devi Educational Cultural & Welfare Society,"S47578/2003, NEW DELHI (DELHI)",E-107(GF) NAWADA HOUSING COMPLEX UTTAM NAGAR NEW DELHI 59,Data Not Found,"Regd Office C603, Avantika, SectorI, Rohini, Delhi 110085
Working Office B-1 Block, Basti Vikas Kendra, Sultan Puri, Delhi 110086",Delhi,DELHI,011-25961165,9810189649,http://stdms.org/,stdms.del@gmail.com
34,SNCF Foundation India,"8569, Delhi (DELHI)","FA-45 Ground Floor, Shivaji Enclave, Rajouri Garden, Central Delhi, Delhi 110027",Education & Literacy,E-107(GF) NAWADA HOUSING COMPLEX UTTAM NAGAR NEW DELHI 59,NEW DELHI,DELHI,Not Available,7889951299,Not Available,sdecws@gmail.com
35,Sneh jan chetna samiti,"S–304/2014, DELHI (DELHI)","1/3477, RAM NAGAR EXT. SHAHDARA DELHI-110032","Children,Education & Literacy,Aged/Elderly,Health & Family Welfare,Sports,Urban Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Any Other","FA-45 Ground Floor, Shivaji Enclave, Rajouri Garden, Central Delhi, Delhi 110027",Delhi,DELHI,Not Available,9849433922,Not Available,srinivasa.mittinti@keolis.com
36,SNEH SOCIAL WELFARE FOUNDATION,"S/RS/SW/1438/2016, NEW DELHI (DELHI)","FLAT NO-742, G/F BLOCK-D, POCAT-3, TYPE-A, DDA FLAT, BINDAPUR, NEW DELHI-110059",Any Other,"1/3477, RAM NAGAR EXT. SHAHDARA DELHI-110032",DELHI,DELHI,Not Available,9599863529,Not Available,gouravs018@gmail.com
37,SNOWSTAR FOUNDATION,"U85300DL2018NPL339126, NEW DELHI (DELHI)",B 309 VIKAS VIHAR VIKAS NAGAR NEW DELHI,Data Not Found,"FLAT NO-742, G/F BLOCK-D, POCAT-3, TYPE-A, DDA FLAT, BINDAPUR, NEW DELHI-110059",NEW DELHI,DELHI,011-22487101,9289879997,Not Available,kumaratishek@gmail.com
38,SNS FOUNDATION,"3430, DELHI (DELHI)","1, SRI AUROBINDO MARG, HAUZ KHAS,NEW DELHI","Education & Literacy,Environment & Forests,Health & Family Welfare,Vocational Training",B 309 VIKAS VIHAR VIKAS NAGAR NEW DELHI,NEW DELHI,DELHI,Not Available,9968968747,http://www.snowstarfoundation.in,snowstarfoundation@gmail.com
39,SOCHX INDIA,"394, SHAKARPUR (DELHI)","U-70, 3rd FLOOR, SHAKARPUR ROAD, DELHI-110092",Data Not Found,"1, SRI AUROBINDO MARG, HAUZ KHAS,NEW DELHI",DELHI,DELHI,Not Available,9910940329,http://www.snsf.org,accounts@snsf.org
40,Social Action Forum for Manav Adhikar,"35328, New Delhi (DELHI)","Social Action Forum for Manav Adhikar, E-170, LGF, East of Kailash, New Delhi - 110065",Data Not Found,"U-70, 3rd FLOOR, SHAKARPUR ROAD, DELHI-110092",SHAKARPUR,DELHI,Not Available,8826998442,Not Available,shrikant.singh8@gmail.com
41,Social Action Foundation,"49735, New Delhi (DELHI)","222 Deshbandhu Apartment, Kalkaji, New Delhi","Environment & Forests,Health & Family Welfare,HIV/AIDS,Women's Development & Empowerment,Youth Affairs,Education & Literacy,Legal Awareness & Aid,Nutrition,Rural Development & Poverty Alleviation,Vocational Training,Information & Communication Technology","Social Action Forum for Manav Adhikar, E-170, LGF, East of Kailash, New Delhi - 110065",New Delhi,DELHI,011-26230112,9999767180,http://www.ngosafma.in,ngo.safma@gmail.com
42,Social Activities in Indian Framework,"S-E/43/Distt.South-East/2013, Delhi (DELHI)","B-28/4, Street-7, Shaheen Bagh, New Delhi - 110025","Agriculture,Children,Drinking Water,Education & Literacy,Health & Family Welfare,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,Nutrition,Panchayati Raj,Rural Development & Poverty Alleviation,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs","222 Deshbandhu Apartment, Kalkaji, New Delhi",New Delhi,DELHI,Not Available,9810006416,http:/www.socialactionfoundation.in,safnewdelhi@hotmail.com
43,SOCIAL AND CULTURAL WELFARE ARADHANA KALA MANCH (EK UMEED),"1622/2016, DELHI (DELHI)","4/58, GEET COLONY, DELHI-110031",Data Not Found,"B-28/4, Street-7, Shaheen Bagh, New Delhi - 110025",Delhi,DELHI,011-87429908,8742990883,http://www.saifindia.org,info@saifindia.org
44,Social and Development Research and Action Group,"S-48586, Delhi (DELHI)","2, Tagore ParkDelhi 110009","Children,Education & Literacy,Women's Development & Empowerment","4/58, GEET COLONY, DELHI-110031",DELHI,DELHI,Not Available,8837728451,Not Available,EKUMEEDNGO9@GMAIL.COM
45,social and educational upliftment society,"S42052, New Delhi (DELHI)","272, TTI Road, Jamia Nagar","Education & Literacy,Rural Development & Poverty Alleviation,Youth Affairs","2, Tagore Park
Delhi 110009",Delhi,DELHI,0120-3264313,9910082669,http://www.sadrag.org,mala_bhandari@hotmail.com
46,SOCIAL AND HUMANITARIAN ACTION FOR PROMOTING EDUCATION INDIA,"S.39155, New Delhi (DELHI)","SHAPE India ( Social and Humanitarian Action for Promoting Education in India) NCO- N-81/3 Sourav Vihar,Amar Market, Sourav Vihar.JaitpurBadarpur New Delhi 110044","Women's Development & Empowerment,Children,Education & Literacy,Health & Family Welfare,HIV/AIDS,Legal Awareness & Aid,Micro Finance (SHGs),Vocational Training","272, TTI Road, Jamia Nagar",New Delhi,DELHI,Not Available,9811316345,http://seus.in/home,contact.seus@gmail.com
47,SOCIAL ASSOCIATION FOR WELFARE EDUCATION AND RURAL AWARENESS,"S-22041, NEW DELHI (DELHI)","SAWERAA298 PRASHANT VIHAR, ROHINI SECTOR - 14,","Children,Differently Abled,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Legal Awareness & Aid,Micro Finance (SHGs),Nutrition,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment","SHAPE India ( Social and Humanitarian Action for Promoting Education in India) NCO- N-81/3 Sourav Vihar,Amar Market, Sourav Vihar.JaitpurBadarpur New Delhi 110044",New Delhi,DELHI,011-26668396,9811682693,http://shapeindia.org.in,shapeindia@hotmail.com
48,Social Awareness For Education SAFE,"S/60885/2007, NEW DELHI (DELHI)","B-118 J.J. COLONY KHYALA NEW DELHI,110018","Children,Differently Abled,Disaster Management,Education & Literacy,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Minority Issues,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Agriculture,Art & Culture,Civic Issues,Drinking Water,Environment & Forests,Right to Information & Advocacy,Tribal Affairs,Urban Development & Poverty Alleviation","SAWERA
A298 PRASHANT VIHAR, ROHINI SECTOR - 14,",NEW DELHI,DELHI,Not Available,8800774001,Not Available,rakeshmittalsawera@gmail.com
49,social awareness newer alternatives trust,"520, NEW DELHI (DELHI)","212, PRAKASHDEEP BUILDING, 7 TOLSTOY MARG, NEW DELHI","Drinking Water,New & Renewable Energy,Any Other,Rural Development & Poverty Alleviation,Tribal Affairs,Urban Development & Poverty Alleviation","B-118 J.J. COLONY KHYALA NEW DELHI,110018",NEW DELHI,DELHI,011-65800181,7838892001,http://www.safe-ngo.in,safe.the.ngo@gmail.com
50,Social Care World And Research Foundation,"440, new delhi (DELHI)","A1/80, FF, Chankya place-1, pankha road,(opp Arya Hospital ) new delhi-110059","Children,Education & Literacy,Health & Family Welfare,Women's Development & Empowerment","212, PRAKASHDEEP BUILDING, 7 TOLSTOY MARG, NEW DELHI",NEW DELHI,DELHI,Not Available,9810537989,https://www.sana.org.in,namastesana@gmail.com
51,Social Development & Research Society of India,"51516, Delhi (DELHI)","S-37, Flat No.4, Pandav Nagar, Delhi-92","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment","212, PRAKASHDEEP BUILDING, 7 TOLSTOY MARG, NEW DELHI",NEW DELHI,DELHI,Not Available,9810537989,https://www.sana.org.in,namastesana@gmail.com
52,Social Development Club,"1498, Delhi (DELHI)","243, Naharpur, Sector - 07, Rohini, New Delhi - 110085","Civic Issues,Differently Abled,Dalit Upliftment,Education & Literacy,Human Rights,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","S-37, Flat No.4, Pandav Nagar, Delhi-92",Delhi,DELHI,Not Available,9971710639,Not Available,vaibhavvabs@gmail.com
53,SOCIAL DEVELOPMENT FOUNDATION,"S/63922/2008, NEW DELHI (DELHI)","91, HANS NAGAR, PANDWALA KALAN, NAJAFGARH","Youth Affairs,Education & Literacy,Aged/Elderly,Nutrition,Vocational Training,Women's Development & Empowerment,Any Other","243, Naharpur, Sector - 07, Rohini, New Delhi - 110085",Delhi,DELHI,9999-162864,9350068966,http://www.socialdevelopment.club,sdcbharat@gmail.com
54,social deveploment foundation,"841, NEW DELHI (DELHI)","A-41, NANGAL DEWAT, RANG PURI, VASANT KUNJ, NEW DELHI 110070",Data Not Found,"91, HANS NAGAR, PANDWALA KALAN, NAJAFGARH",NEW DELHI,DELHI,Not Available,9810555020,Not Available,YOGIAJAYRANA@GMAIL.COM
55,Social Education and Liberty Foundation,"230, New Delhi (DELHI)",B-100 Nanhey Park Nawada Uttam Nagar Delhi 110059 Back Side Ananda Milk Shop,"Agriculture,Art & Culture,Children,Differently Abled,Disaster Management,Dalit Upliftment,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,New & Renewable Energy,Rural Development & Poverty Alleviation,Science & Technology,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Youth Affairs","A-41, NANGAL DEWAT, RANG PURI, VASANT KUNJ, NEW DELHI 110070",NEW DELHI,DELHI,Not Available,9899171266,Not Available,rk8914@gmail.com
56,Social educational and research foundation,"S-64147/2008, New Delhi (DELHI)","3/642, housing board , kala kuan, alwar-301001 Rajasthan","Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Drinking Water,Education & Literacy,Health & Family Welfare,Biotechnology,Children,Legal Awareness & Aid,Micro Small & Medium Enterprises,Minority Issues,Youth Affairs,Any Other",B-100 Nanhey Park Nawada Uttam Nagar Delhi 110059 Back Side Ananda Milk Shop,New Delhi,DELHI,011-25336191,8586944407,http://selfngodelhi.wordpress.com,selfindia@hotmail.com
57,Social Empowerment And Economic Development Society,"62697, Delhi (DELHI)","D114, Okhla Phase - 1, New Delhi","Children,Education & Literacy,Labour & Employment,Rural Development & Poverty Alleviation,Vocational Training,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Health & Family Welfare","3/642, housing board , kala kuan, alwar-301001 Rajasthan",New Delhi,DELHI,0144-2704759,9549892873,http://serf2008.co.in,serfalw@gmail.com
58,SOCIAL EMPOWERMENT VILLAGERS ASSOCIATION SEVA,"57436, East Delhi (DELHI)","Regd. off.:B-346, New Ashok Nagar, Delhi-110096","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment","D114, Okhla Phase - 1, New Delhi",Delhi,DELHI,Not Available,9849026498,http://seedsimpact.org/,info@seedsimpact.org
59,Social Foundation,"S/00265-NE-/2010-2011, Delhi (DELHI)","KH NO: 216, Gali No. 7, Near Shiva Mandir, Village Saboli, North East of Delhi-94","Agriculture,Art & Culture,Children,Civic Issues,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Vocational Training,Women's Development & Empowerment","Regd. off.:B-346, New Ashok Nagar, Delhi-110096",East Delhi,DELHI,Not Available,9278003889,www:sevadelhi.com,sevadelhi@gmail.com
60,Social Growth Foundation,"District East/Society/790/2013, Delhi (DELHI)",4/7 Asaf Ali Road New Delhi- 110002,"Art & Culture,Children,Differently Abled,Dalit Upliftment,Education & Literacy,Health & Family Welfare,Information & Communication Technology,Legal Awareness & Aid,Science & Technology,Urban Development & Poverty Alleviation,Vocational Training","KH NO: 216, Gali No. 7, Near Shiva Mandir, Village Saboli, North East of Delhi-94",Delhi,DELHI,011-26785537,9540526344,Not Available,socialfoundationngo@gmail.com
61,Social Impact Development Foundation,"Regd No.  995/4-4/115/152, New Delhi (DELHI)","Social Impact Development Foundation (SIDF)		 No.219 , Pocket 40 , 2nd floor , Kalkaji , New Delhi 110019 .INDIA","Aged/Elderly,Children,Civic Issues,Differently Abled,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Labour & Employment,Minority Issues,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs",4/7 Asaf Ali Road New Delhi- 110002,Delhi,DELHI,011-65094909,9250701635,Not Available,socialgrowthfoundation@gmail.com
62,SOCIAL INDIAN ACTION COMMITEE,"S-69475/2010,  (DELHI)","B-856,Gautam Nagar, Phase-2,Badarpur, New Delhi-110044","Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Labour & Employment,Land Resources,New & Renewable Energy,Nutrition,Right to Information & Advocacy,Science & Technology,Sports,Tourism,Urban Development & Poverty Alleviation","Social Impact Development Foundation (SIDF)		 
No.219 , Pocket 40 , 2nd floor , 
Kalkaji , New Delhi 110019 .
INDIA",New Delhi,DELHI,70531-44432,7053144432,http://www.sidfindia.org,socialimpactdevelopfoundation@gmail.com
